'time', 'Temp'
'0:44:2', 23.20
'0:44:4', 23.20
'0:44:6', 23.20
'0:44:8', 23.20
'0:44:11', 23.20
'0:44:13', 23.20
'0:44:15', 23.20
'0:44:17', 23.20
'0:44:19', 23.20
'0:44:21', 23.20
'0:44:23', 23.20
'0:44:25', 23.20
'0:44:28', 23.20
'0:44:30', 23.20
'0:44:32', 23.20
'0:44:34', 23.20
'0:44:36', 23.20
'0:44:38', 23.20
'0:44:40', 23.20
'0:44:42', 23.20
'0:44:45', 23.20
'0:44:47', 23.20
'0:44:49', 23.20
'0:44:51', 23.20
'0:44:53', 23.20
'0:44:55', 23.20
'0:44:57', 23.20
'0:45:0', 23.20
'0:45:2', 23.20
'0:45:4', 23.20
'0:45:6', 23.20
'0:45:8', 23.20
'0:45:10', 23.20
'0:45:12', 23.20
'0:45:14', 23.20
'0:45:17', 23.10
'0:45:19', 23.20
'0:45:21', 23.20
'0:45:23', 23.20
'0:45:25', 23.20
'0:45:27', 23.20
'0:45:29', 23.20
'0:45:32', 23.20
'0:45:34', 23.20
'0:45:36', 23.20
'0:45:38', 23.20
'0:45:40', 23.20
'0:45:42', 23.20
'0:45:44', 23.20
'0:45:46', 23.20
'0:45:49', 23.20
'0:45:51', 23.20
'0:45:53', 23.20
'0:45:55', 23.20
'0:45:57', 23.20
'0:45:59', 23.20
'0:46:1', 23.20
'0:46:3', 23.20
'0:46:6', 23.20
'0:46:8', 23.20
'0:46:10', 23.20
'0:46:12', 23.20
'0:46:14', 23.20
'0:46:16', 23.20
'0:46:18', 23.20
'0:46:21', 23.20
'0:46:23', 23.20
'0:46:25', 23.20
'0:46:27', 23.20
'0:46:29', 23.20
'0:46:31', 23.20
'0:46:33', 23.20
'0:46:35', 23.10
'0:46:38', 23.20
'0:46:40', 23.20
'0:46:42', 23.20
'0:46:44', 23.20
'0:46:46', 23.20
'0:46:48', 23.20
'0:46:50', 23.20
'0:46:52', 23.20
'0:46:55', 23.20
'0:46:57', 23.20
'0:46:59', 23.20
'0:47:1', 23.20
'0:47:3', 23.20
'0:47:5', 23.20
'0:47:7', 23.20
'0:47:10', 23.20
'0:47:12', 23.20
'0:47:14', 23.20
'0:47:16', 23.20
'0:47:18', 23.20
'0:47:20', 23.20
'0:47:22', 23.20
'0:47:24', 23.20
'0:47:27', 23.20
'0:47:29', 23.20
'0:47:31', 23.20
'0:47:33', 23.10
'0:47:35', 23.20
'0:47:37', 23.20
'0:47:39', 23.20
'0:47:42', 23.20
'0:47:44', 23.10
'0:47:46', 23.20
'0:47:48', 23.10
'0:47:50', 23.20
'0:47:52', 23.10
'0:47:54', 23.10
'0:47:56', 23.20
'0:47:59', 23.20
'0:48:1', 23.20
'0:48:3', 23.20
'0:48:5', 23.20
'0:48:7', 23.20
'0:48:9', 23.10
'0:48:11', 23.20
'0:48:13', 23.20
'0:48:16', 23.20
'0:48:18', 23.10
'0:48:20', 23.10
'0:48:22', 23.10
'0:48:24', 23.20
'0:48:26', 23.20
'0:48:28', 23.20
'0:48:31', 23.20
'0:48:33', 23.20
'0:48:35', 23.20
'0:48:37', 23.20
'0:48:39', 23.20
'0:48:41', 23.20
'0:48:43', 23.20
'0:48:45', 23.10
'0:48:48', 23.10
'0:48:50', 23.10
'0:48:52', 23.20
'0:48:54', 23.20
'0:48:56', 23.20
'0:48:58', 23.10
'0:49:0', 23.20
'0:49:2', 23.20
'0:49:5', 23.10
'0:49:7', 23.20
'0:49:9', 23.20
'0:49:11', 23.20
'0:49:13', 23.20
'0:49:15', 23.20
'0:49:17', 23.20
'0:49:20', 23.20
'0:49:22', 23.10
'0:49:24', 23.10
'0:49:26', 23.20
'0:49:28', 23.20
'0:49:30', 23.20
'0:49:32', 23.20
'0:49:34', 23.20
'0:49:37', 23.20
'0:49:39', 23.10
'0:49:41', 23.10
'0:49:43', 23.20
'0:49:45', 23.20
'0:49:47', 23.10
'0:49:49', 23.20
'0:49:51', 23.10
'0:49:54', 23.10
'0:49:56', 23.10
'0:49:58', 23.20
'0:50:0', 23.10
'0:50:2', 23.10
'0:50:4', 23.20
'0:50:6', 23.10
'0:50:9', 23.10
'0:50:11', 23.20
'0:50:13', 23.10
'0:50:15', 23.20
'0:50:17', 23.10
'0:50:19', 23.20
'0:50:21', 23.20
'0:50:23', 23.20
'0:50:26', 23.20
'0:50:28', 23.10
'0:50:30', 23.20
'0:50:32', 23.10
'0:50:34', 23.10
'0:50:36', 23.10
'0:50:38', 23.10
'0:50:40', 23.10
'0:50:43', 23.20
'0:50:45', 23.20
'0:50:47', 23.10
'0:50:49', 23.20
'0:50:51', 23.20
'0:50:53', 23.20
'0:50:55', 23.20
'0:50:58', 23.20
'0:51:0', 23.10
'0:51:2', 23.10
'0:51:4', 23.20
'0:51:6', 23.20
'0:51:8', 23.10
'0:51:10', 23.10
'0:51:12', 23.20
'0:51:15', 23.20
'0:51:17', 23.20
'0:51:19', 23.20
'0:51:21', 23.10
'0:51:23', 23.20
'0:51:25', 23.20
'0:51:27', 23.10
'0:51:29', 23.10
'0:51:32', 23.10
'0:51:34', 23.20
'0:51:36', 23.20
'0:51:38', 23.10
'0:51:40', 23.20
'0:51:42', 23.10
'0:51:44', 23.20
'0:51:47', 23.20
'0:51:49', 23.20
'0:51:51', 23.20
'0:51:53', 23.20
'0:51:55', 23.10
'0:51:57', 23.10
'0:51:59', 23.20
'0:52:1', 23.10
'0:52:4', 23.20
'0:52:6', 23.10
'0:52:8', 23.20
'0:52:10', 23.20
'0:52:12', 23.10
'0:52:14', 23.10
'0:52:16', 23.20
'0:52:19', 23.20
'0:52:21', 23.20
'0:52:23', 23.10
'0:52:25', 23.10
'0:52:27', 23.10
'0:52:29', 23.10
'0:52:31', 23.10
'0:52:34', 23.10
'0:52:36', 23.20
'0:52:38', 23.10
'0:52:40', 23.10
'0:52:42', 23.10
'0:52:44', 23.10
'0:52:46', 23.10
'0:52:48', 23.20
'0:52:51', 23.10
'0:52:53', 23.10
'0:52:55', 23.10
'0:52:57', 23.20
'0:52:59', 23.20
'0:53:1', 23.10
'0:53:3', 23.10
'0:53:5', 23.10
'0:53:8', 23.20
'0:53:10', 23.20
'0:53:12', 23.10
'0:53:14', 23.20
'0:53:16', 23.10
'0:53:18', 23.10
'0:53:20', 23.10
'0:53:23', 23.20
'0:53:25', 23.20
'0:53:27', 23.20
'0:53:29', 23.10
'0:53:31', 23.20
'0:53:33', 23.20
'0:53:35', 23.20
'0:53:37', 23.10
'0:53:40', 23.10
'0:53:42', 23.10
'0:53:44', 23.10
'0:53:46', 23.10
'0:53:48', 23.20
'0:53:50', 23.10
'0:53:52', 23.10
'0:53:54', 23.20
'0:53:57', 23.10
'0:53:59', 23.20
'0:54:1', 23.20
'0:54:3', 23.10
'0:54:5', 23.10
'0:54:7', 23.10
'0:54:9', 23.20
'0:54:12', 23.20
'0:54:14', 23.10
'0:54:16', 23.10
'0:54:18', 23.20
'0:54:20', 23.10
'0:54:22', 23.20
'0:54:24', 23.20
'0:54:26', 23.10
'0:54:29', 23.10
'0:54:31', 23.10
'0:54:33', 23.20
'0:54:35', 23.20
'0:54:37', 23.20
'0:54:39', 23.20
'0:54:41', 23.20
'0:54:43', 23.10
'0:54:46', 23.20
'0:54:48', 23.10
'0:54:50', 23.20
'0:54:52', 23.10
'0:54:54', 23.20
'0:54:56', 23.10
'0:54:58', 23.10
'0:55:1', 23.10
'0:55:3', 23.10
'0:55:5', 23.10
'0:55:7', 23.10
'0:55:9', 23.10
'0:55:11', 23.10
'0:55:13', 23.20
'0:55:15', 23.10
'0:55:18', 23.10
'0:55:20', 23.20
'0:55:22', 23.10
'0:55:24', 23.10
'0:55:26', 23.20
'0:55:28', 23.10
'0:55:30', 23.10
'0:55:32', 23.10
'0:55:35', 23.10
'0:55:37', 23.10
'0:55:39', 23.10
'0:55:41', 23.10
'0:55:43', 23.10
'0:55:45', 23.10
'0:55:47', 23.10
'0:55:50', 23.10
'0:55:52', 23.10
'0:55:54', 23.10
'0:55:56', 23.10
'0:55:58', 23.10
'0:56:0', 23.10
'0:56:2', 23.10
'0:56:4', 23.10
'0:56:7', 23.10
'0:56:9', 23.10
'0:56:11', 23.10
'0:56:13', 23.10
'0:56:15', 23.10
'0:56:17', 23.10
'0:56:19', 23.10
'0:56:21', 23.10
'0:56:24', 23.10
'0:56:26', 23.10
'0:56:28', 23.10
'0:56:30', 23.10
'0:56:32', 23.10
'0:56:34', 23.10
'0:56:36', 23.20
'0:56:39', 23.10
'0:56:41', 23.10
'0:56:43', 23.10
'0:56:45', 23.20
'0:56:47', 23.10
'0:56:49', 23.10
'0:56:51', 23.10
'0:56:53', 23.10
'0:56:56', 23.10
'0:56:58', 23.10
'0:57:0', 23.10
'0:57:2', 23.10
'0:57:4', 23.20
'0:57:6', 23.10
'0:57:8', 23.10
'0:57:11', 23.10
'0:57:13', 23.10
'0:57:15', 23.10
'0:57:17', 23.10
'0:57:19', 23.10
'0:57:21', 23.10
'0:57:23', 23.10
'0:57:25', 23.10
'0:57:28', 23.10
'0:57:30', 23.10
'0:57:32', 23.10
'0:57:34', 23.10
'0:57:36', 23.10
'0:57:38', 23.10
'0:57:40', 23.10
'0:57:42', 23.10
'0:57:45', 23.10
'0:57:47', 23.10
'0:57:49', 23.10
'0:57:51', 23.10
'0:57:53', 23.10
'0:57:55', 23.10
'0:57:57', 23.10
'0:58:0', 23.10
'0:58:2', 23.10
'0:58:4', 23.10
'0:58:6', 23.10
'0:58:8', 23.10
'0:58:10', 23.10
'0:58:12', 23.10
'0:58:14', 23.10
'0:58:17', 23.10
'0:58:19', 23.10
'0:58:21', 23.10
'0:58:23', 23.10
'0:58:25', 23.10
'0:58:27', 23.10
'0:58:29', 23.10
'0:58:31', 23.10
'0:58:34', 23.20
'0:58:36', 23.10
'0:58:38', 23.10
'0:58:40', 23.10
'0:58:42', 23.00
'0:58:44', 23.10
'0:58:46', 23.10
'0:58:49', 23.10
'0:58:51', 23.10
'0:58:53', 23.10
'0:58:55', 23.10
'0:58:57', 23.10
'0:58:59', 23.10
'0:59:1', 23.10
'0:59:3', 23.10
'0:59:6', 23.10
'0:59:8', 23.10
'0:59:10', 23.10
'0:59:12', 23.10
'0:59:14', 23.10
'0:59:16', 23.10
'0:59:18', 23.10
'0:59:21', 23.10
'0:59:23', 23.10
'0:59:25', 23.10
'0:59:27', 23.10
'0:59:29', 23.10
'0:59:31', 23.10
'0:59:33', 23.10
'0:59:35', 23.10
'0:59:38', 23.10
'0:59:40', 23.10
'0:59:42', 23.10
'0:59:44', 23.10
'0:59:46', 23.10
'0:59:48', 23.10
'0:59:50', 23.10
'0:59:52', 23.10
'0:59:55', 23.10
'0:59:57', 23.10
'0:59:59', 23.10
'1:0:1', 23.10
'1:0:3', 23.10
'1:0:5', 23.10
'1:0:7', 23.10
'1:0:9', 23.10
'1:0:12', 23.10
'1:0:14', 23.10
'1:0:16', 23.10
'1:0:18', 23.10
'1:0:20', 23.10
'1:0:22', 23.10
'1:0:24', 23.10
'1:0:27', 23.10
'1:0:29', 23.10
'1:0:31', 23.10
'1:0:33', 23.10
'1:0:35', 23.10
'1:0:37', 23.10
'1:0:39', 23.10
'1:0:41', 23.10
'1:0:44', 23.10
'1:0:46', 23.10
'1:0:48', 23.10
'1:0:50', 23.10
'1:0:52', 23.10
'1:0:54', 23.10
'1:0:56', 23.10
'1:0:58', 23.10
'1:1:1', 23.20
'1:1:3', 23.10
'1:1:5', 23.10
'1:1:7', 23.10
'1:1:9', 23.10
'1:1:11', 23.10
'1:1:13', 23.10
'1:1:16', 23.10
'1:1:18', 23.10
'1:1:20', 23.10
'1:1:22', 23.10
'1:1:24', 23.10
'1:1:26', 23.10
'1:1:28', 23.10
'1:1:30', 23.10
'1:1:33', 23.10
'1:1:35', 23.10
'1:1:37', 23.10
'1:1:39', 23.10
'1:1:41', 23.10
'1:1:43', 23.10
'1:1:45', 23.10
'1:1:47', 23.10
'1:1:50', 23.10
'1:1:52', 23.10
'1:1:54', 23.10
'1:1:56', 23.10
'1:1:58', 23.10
'1:2:0', 23.10
'1:2:2', 23.10
'1:2:5', 23.10
'1:2:7', 23.10
'1:2:9', 23.10
'1:2:11', 23.10
'1:2:13', 23.10
'1:2:15', 23.10
'1:2:17', 23.10
'1:2:19', 23.10
'1:2:22', 23.10
'1:2:24', 23.10
'1:2:26', 23.10
'1:2:28', 23.10
'1:2:30', 23.10
'1:2:32', 23.10
'1:2:34', 23.10
'1:2:36', 23.10
'1:2:39', 23.10
'1:2:41', 23.10
'1:2:43', 23.10
'1:2:45', 23.10
'1:2:47', 23.10
'1:2:49', 23.10
'1:2:51', 23.10
'1:2:53', 23.10
'1:2:56', 23.10
'1:2:58', 23.10
'1:3:0', 23.10
'1:3:2', 23.10
'1:3:4', 23.10
'1:3:6', 23.10
'1:3:8', 23.10
'1:3:11', 23.10
'1:3:13', 23.10
'1:3:15', 23.10
'1:3:17', 23.10
'1:3:19', 23.10
'1:3:21', 23.10
'1:3:23', 23.10
'1:3:25', 23.10
'1:3:28', 23.10
'1:3:30', 23.10
'1:3:32', 23.10
'1:3:34', 23.10
'1:3:36', 23.10
'1:3:38', 23.10
'1:3:40', 23.10
'1:3:42', 23.10
'1:3:45', 23.10
'1:3:47', 23.10
'1:3:49', 23.10
'1:3:51', 23.10
'1:3:53', 23.10
'1:3:55', 23.10
'1:3:57', 23.10
'1:3:59', 23.10
'1:4:2', 23.10
'1:4:4', 23.10
'1:4:6', 23.10
'1:4:8', 23.10
'1:4:10', 23.10
'1:4:12', 23.10
'1:4:14', 23.10
'1:4:17', 23.10
'1:4:19', 23.10
'1:4:21', 23.10
'1:4:23', 23.10
'1:4:25', 23.10
'1:4:27', 23.10
'1:4:29', 23.10
'1:4:31', 23.10
'1:4:34', 23.10
'1:4:36', 23.10
'1:4:38', 23.10
'1:4:40', 23.10
'1:4:42', 23.10
'1:4:44', 23.10
'1:4:46', 23.10
'1:4:48', 23.10
'1:4:51', 23.10
'1:4:53', 23.10
'1:4:55', 23.10
'1:4:57', 23.10
'1:4:59', 23.10
'1:5:1', 23.10
'1:5:3', 23.10
'1:5:5', 23.10
'1:5:8', 23.10
'1:5:10', 23.10
'1:5:12', 23.10
'1:5:14', 23.10
'1:5:16', 23.10
'1:5:18', 23.10
'1:5:20', 23.10
'1:5:23', 23.10
'1:5:25', 23.10
'1:5:27', 23.10
'1:5:29', 23.10
'1:5:31', 23.10
'1:5:33', 23.00
'1:5:35', 23.10
'1:5:37', 23.10
'1:5:40', 23.10
'1:5:42', 23.10
'1:5:44', 23.10
'1:5:46', 23.10
'1:5:48', 23.10
'1:5:50', 23.10
'1:5:52', 23.10
'1:5:54', 23.10
'1:5:57', 23.10
'1:5:59', 23.10
'1:6:1', 23.10
'1:6:3', 23.10
'1:6:5', 23.10
'1:6:7', 23.10
'1:6:9', 23.10
'1:6:12', 23.10
'1:6:14', 23.10
'1:6:16', 23.10
'1:6:18', 23.10
'1:6:20', 23.10
'1:6:22', 23.10
'1:6:24', 23.10
'1:6:26', 23.10
'1:6:29', 23.10
'1:6:31', 23.10
'1:6:33', 23.10
'1:6:35', 23.10
'1:6:37', 23.10
'1:6:39', 23.10
'1:6:41', 23.10
'1:6:43', 23.10
'1:6:46', 23.10
'1:6:48', 23.10
'1:6:50', 23.10
'1:6:52', 23.10
'1:6:54', 23.10
'1:6:56', 23.10
'1:6:58', 23.10
'1:7:0', 23.10
'1:7:3', 23.10
'1:7:5', 23.10
'1:7:7', 23.10
'1:7:9', 23.10
'1:7:11', 23.10
'1:7:13', 23.10
'1:7:15', 23.10
'1:7:17', 23.10
'1:7:20', 23.10
'1:7:22', 23.10
'1:7:24', 23.10
'1:7:26', 23.10
'1:7:28', 23.10
'1:7:30', 23.10
'1:7:32', 23.10
'1:7:35', 23.10
'1:7:37', 23.10
'1:7:39', 23.10
'1:7:41', 23.10
'1:7:43', 23.10
'1:7:45', 23.10
'1:7:47', 23.10
'1:7:49', 23.10
'1:7:52', 23.10
'1:7:54', 23.10
'1:7:56', 23.10
'1:7:58', 23.10
'1:8:0', 23.10
'1:8:2', 23.10
'1:8:4', 23.10
'1:8:7', 23.10
'1:8:9', 23.10
'1:8:11', 23.10
'1:8:13', 23.10
'1:8:15', 23.10
'1:8:17', 23.10
'1:8:19', 23.10
'1:8:21', 23.10
'1:8:24', 23.10
'1:8:26', 23.00
'1:8:28', 23.10
'1:8:30', 23.10
'1:8:32', 23.10
'1:8:34', 23.10
'1:8:36', 23.10
'1:8:38', 23.10
'1:8:41', 23.10
'1:8:43', 23.10
'1:8:45', 23.10
'1:8:47', 23.10
'1:8:49', 23.10
'1:8:51', 23.10
'1:8:53', 23.10
'1:8:56', 23.10
'1:8:58', 23.10
'1:9:0', 23.10
'1:9:2', 23.10
'1:9:4', 23.10
'1:9:6', 23.00
'1:9:8', 23.10
'1:9:10', 23.00
'1:9:13', 23.10
'1:9:15', 23.10
'1:9:17', 23.10
'1:9:19', 23.10
'1:9:21', 23.10
'1:9:23', 23.10
'1:9:25', 23.10
'1:9:27', 23.10
'1:9:30', 23.10
'1:9:32', 23.00
'1:9:34', 23.10
'1:9:36', 23.00
'1:9:38', 23.00
'1:9:40', 23.10
'1:9:42', 23.10
'1:9:44', 23.10
'1:9:47', 23.10
'1:9:49', 23.10
'1:9:51', 23.10
'1:9:53', 23.10
'1:9:55', 23.10
'1:9:57', 23.10
'1:9:59', 23.10
'1:10:2', 23.10
'1:10:4', 23.10
'1:10:6', 23.10
'1:10:8', 23.10
'1:10:10', 23.10
'1:10:12', 23.00
'1:10:14', 23.10
'1:10:16', 23.10
'1:10:19', 23.10
'1:10:21', 23.10
'1:10:23', 23.10
'1:10:25', 23.10
'1:10:27', 23.00
'1:10:29', 23.10
'1:10:31', 23.10
'1:10:33', 23.10
'1:10:36', 23.00
'1:10:38', 23.10
'1:10:40', 23.10
'1:10:42', 23.10
'1:10:44', 23.10
'1:10:46', 23.00
'1:10:48', 23.10
'1:10:51', 23.00
'1:10:53', 22.90
'1:10:55', 23.10
'1:10:57', 23.00
'1:10:59', 23.10
'1:11:1', 23.00
'1:11:3', 23.00
'1:11:5', 23.10
'1:11:8', 23.10
'1:11:10', 23.00
'1:11:12', 23.00
'1:11:14', 23.10
'1:11:16', 23.10
'1:11:18', 23.00
'1:11:20', 23.10
'1:11:23', 23.00
'1:11:25', 23.10
'1:11:27', 23.10
'1:11:29', 23.10
'1:11:31', 23.10
'1:11:33', 22.90
'1:11:35', 23.10
'1:11:37', 23.00
'1:11:40', 23.10
'1:11:42', 23.00
'1:11:44', 23.00
'1:11:46', 23.10
'1:11:48', 23.00
'1:11:50', 23.00
'1:11:52', 23.00
'1:11:54', 23.10
'1:11:57', 23.10
'1:11:59', 23.00
'1:12:1', 23.10
'1:12:3', 23.10
'1:12:5', 23.00
'1:12:7', 23.10
'1:12:9', 23.00
'1:12:12', 23.00
'1:12:14', 23.10
'1:12:16', 23.10
'1:12:18', 23.10
'1:12:20', 23.00
'1:12:22', 23.00
'1:12:24', 23.10
'1:12:26', 23.10
'1:12:29', 23.00
'1:12:31', 23.00
'1:12:33', 23.10
'1:12:35', 23.10
'1:12:37', 23.00
'1:12:39', 23.00
'1:12:41', 23.00
'1:12:43', 23.10
'1:12:46', 23.00
'1:12:48', 23.00
'1:12:50', 23.10
'1:12:52', 23.10
'1:12:54', 23.00
'1:12:56', 23.10
'1:12:58', 23.00
'1:13:1', 23.10
'1:13:3', 23.00
'1:13:5', 23.00
'1:13:7', 23.00
'1:13:9', 23.10
'1:13:11', 23.00
'1:13:13', 23.00
'1:13:15', 23.10
'1:13:18', 23.00
'1:13:20', 23.00
'1:13:22', 23.10
'1:13:24', 23.00
'1:13:26', 23.10
'1:13:28', 23.00
'1:13:30', 23.10
'1:13:32', 23.10
'1:13:35', 23.00
'1:13:37', 23.00
'1:13:39', 23.00
'1:13:41', 23.00
'1:13:43', 23.10
'1:13:45', 23.00
'1:13:47', 23.00
'1:13:50', 23.00
'1:13:52', 22.90
'1:13:54', 23.00
'1:13:56', 23.00
'1:13:58', 23.00
'1:14:0', 23.10
'1:14:2', 23.00
'1:14:4', 23.10
'1:14:7', 23.00
'1:14:9', 23.00
'1:14:11', 23.00
'1:14:13', 23.00
'1:14:15', 23.10
'1:14:17', 23.00
'1:14:19', 23.00
'1:14:21', 23.00
'1:14:24', 23.00
'1:14:26', 23.10
'1:14:28', 23.00
'1:14:30', 23.00
'1:14:32', 23.00
'1:14:34', 23.00
'1:14:36', 23.10
'1:14:39', 23.00
'1:14:41', 23.10
'1:14:43', 23.10
'1:14:45', 23.00
'1:14:47', 23.00
'1:14:49', 23.10
'1:14:51', 23.00
'1:14:53', 23.00
'1:14:56', 23.00
'1:14:58', 23.00
'1:15:0', 23.00
'1:15:2', 23.10
'1:15:4', 23.10
'1:15:6', 23.10
'1:15:8', 23.00
'1:15:11', 23.00
'1:15:13', 23.00
'1:15:15', 23.00
'1:15:17', 23.00
'1:15:19', 23.00
'1:15:21', 23.00
'1:15:23', 23.00
'1:15:25', 23.00
'1:15:28', 23.00
'1:15:30', 23.00
'1:15:32', 23.00
'1:15:34', 23.00
'1:15:36', 23.00
'1:15:38', 23.00
'1:15:40', 23.00
'1:15:42', 23.00
'1:15:45', 23.00
'1:15:47', 23.10
'1:15:49', 23.00
'1:15:51', 23.00
'1:15:53', 23.00
'1:15:55', 23.00
'1:15:57', 23.00
'1:16:0', 23.00
'1:16:2', 23.00
'1:16:4', 23.10
'1:16:6', 23.10
'1:16:8', 23.00
'1:16:10', 23.10
'1:16:12', 23.00
'1:16:14', 23.00
'1:16:17', 23.00
'1:16:19', 23.00
'1:16:21', 23.00
'1:16:23', 23.00
'1:16:25', 23.00
'1:16:27', 23.00
'1:16:29', 23.00
'1:16:31', 23.00
'1:16:34', 23.00
'1:16:36', 23.00
'1:16:38', 23.10
'1:16:40', 23.00
'1:16:42', 23.00
'1:16:44', 23.10
'1:16:46', 23.00
'1:16:49', 23.10
'1:16:51', 23.00
'1:16:53', 23.10
'1:16:55', 23.00
'1:16:57', 22.90
'1:16:59', 23.00
'1:17:1', 23.00
'1:17:3', 23.10
'1:17:6', 23.00
'1:17:8', 23.00
'1:17:10', 23.00
'1:17:12', 23.00
'1:17:14', 23.00
'1:17:16', 23.00
'1:17:18', 23.10
'1:17:20', 23.00
'1:17:23', 23.10
'1:17:25', 23.10
'1:17:27', 23.10
'1:17:29', 23.00
'1:17:31', 23.00
'1:17:33', 23.10
'1:17:35', 23.00
'1:17:38', 23.10
'1:17:40', 23.00
'1:17:42', 23.00
'1:17:44', 23.00
'1:17:46', 23.00
'1:17:48', 23.00
'1:17:50', 23.10
'1:17:52', 23.00
'1:17:55', 23.00
'1:17:57', 23.00
'1:17:59', 23.00
'1:18:1', 23.00
'1:18:3', 23.00
'1:18:5', 23.00
'1:18:7', 23.00
'1:18:10', 23.00
'1:18:12', 23.00
'1:18:14', 23.00
'1:18:16', 23.00
'1:18:18', 23.00
'1:18:20', 23.00
'1:18:22', 23.00
'1:18:24', 23.00
'1:18:27', 23.00
'1:18:29', 23.00
'1:18:31', 23.00
'1:18:33', 23.00
'1:18:35', 23.00
'1:18:37', 23.00
'1:18:39', 23.10
'1:18:41', 23.00
'1:18:44', 23.10
'1:18:46', 23.00
'1:18:48', 23.00
'1:18:50', 23.00
'1:18:52', 23.00
'1:18:54', 23.00
'1:18:56', 23.00
'1:18:59', 23.00
'1:19:1', 23.00
'1:19:3', 23.10
'1:19:5', 23.00
'1:19:7', 23.00
'1:19:9', 23.00
'1:19:11', 23.10
'1:19:13', 23.00
'1:19:16', 23.10
'1:19:18', 23.00
'1:19:20', 23.00
'1:19:22', 23.00
'1:19:24', 23.00
'1:19:26', 23.00
'1:19:28', 23.10
'1:19:30', 23.00
'1:19:33', 23.00
'1:19:35', 23.00
'1:19:37', 23.00
'1:19:39', 23.10
'1:19:41', 23.00
'1:19:43', 23.00
'1:19:45', 23.00
'1:19:48', 23.00
'1:19:50', 23.00
'1:19:52', 23.00
'1:19:54', 23.00
'1:19:56', 23.00
'1:19:58', 23.00
'1:20:0', 23.00
'1:20:2', 23.00
'1:20:5', 23.00
'1:20:7', 23.00
'1:20:9', 23.00
'1:20:11', 23.00
'1:20:13', 23.00
'1:20:15', 23.00
'1:20:17', 23.00
'1:20:19', 23.00
'1:20:22', 23.00
'1:20:24', 23.00
'1:20:26', 23.00
'1:20:28', 23.00
'1:20:30', 23.00
'1:20:32', 23.00
'1:20:34', 23.00
'1:20:37', 23.00
'1:20:39', 23.00
'1:20:41', 23.10
'1:20:43', 23.00
'1:20:45', 23.00
'1:20:47', 23.00
'1:20:49', 23.00
'1:20:51', 23.00
'1:20:54', 23.00
'1:20:56', 23.00
'1:20:58', 23.00
'1:21:0', 23.00
'1:21:2', 23.00
'1:21:4', 23.00
'1:21:6', 23.00
'1:21:8', 23.00
'1:21:11', 23.00
'1:21:13', 23.00
'1:21:15', 23.00
'1:21:17', 23.00
'1:21:19', 23.00
'1:21:21', 23.00
'1:21:23', 23.00
'1:21:26', 23.00
'1:21:28', 23.00
'1:21:30', 23.00
'1:21:32', 23.00
'1:21:34', 23.00
'1:21:36', 23.00
'1:21:38', 23.00
'1:21:40', 23.00
'1:21:43', 23.00
'1:21:45', 23.10
'1:21:47', 23.00
'1:21:49', 23.00
'1:21:51', 23.00
'1:21:53', 23.00
'1:21:55', 23.00
'1:21:57', 23.00
'1:22:0', 23.00
'1:22:2', 23.00
'1:22:4', 23.00
'1:22:6', 23.00
'1:22:8', 23.00
'1:22:10', 23.00
'1:22:12', 23.00
'1:22:15', 23.00
'1:22:17', 23.00
'1:22:19', 23.00
'1:22:21', 23.00
'1:22:23', 23.00
'1:22:25', 23.00
'1:22:27', 23.00
'1:22:29', 23.00
'1:22:32', 23.00
'1:22:34', 23.00
'1:22:36', 23.00
'1:22:38', 23.00
'1:22:40', 23.00
'1:22:42', 23.00
'1:22:44', 23.00
'1:22:46', 23.00
'1:22:49', 23.00
'1:22:51', 23.00
'1:22:53', 23.00
'1:22:55', 23.00
'1:22:57', 23.00
'1:22:59', 23.00
'1:23:1', 23.00
'1:23:4', 23.00
'1:23:6', 23.00
'1:23:8', 23.00
'1:23:10', 23.00
'1:23:12', 23.00
'1:23:14', 23.00
'1:23:16', 23.00
'1:23:18', 23.10
'1:23:21', 23.00
'1:23:23', 23.00
'1:23:25', 23.00
'1:23:27', 23.00
'1:23:29', 23.00
'1:23:31', 23.00
'1:23:33', 23.00
'1:23:35', 23.00
'1:23:38', 23.00
'1:23:40', 23.00
'1:23:42', 23.00
'1:23:44', 23.00
'1:23:46', 23.00
'1:23:48', 23.00
'1:23:50', 23.00
'1:23:53', 23.00
'1:23:55', 23.00
'1:23:57', 23.00
'1:23:59', 23.00
'1:24:1', 23.00
'1:24:3', 23.00
'1:24:5', 23.00
'1:24:7', 23.00
'1:24:10', 23.00
'1:24:12', 23.00
'1:24:14', 23.00
'1:24:16', 23.00
'1:24:18', 23.00
'1:24:20', 23.00
'1:24:22', 23.00
'1:24:25', 23.00
'1:24:27', 23.00
'1:24:29', 23.00
'1:24:31', 23.00
'1:24:33', 23.00
'1:24:35', 23.00
'1:24:37', 23.00
'1:24:39', 23.00
'1:24:42', 23.00
'1:24:44', 23.00
'1:24:46', 23.00
'1:24:48', 23.00
'1:24:50', 23.00
'1:24:52', 23.00
'1:24:54', 23.00
'1:24:56', 23.00
'1:24:59', 23.00
'1:25:1', 23.00
'1:25:3', 23.00
'1:25:5', 23.00
'1:25:7', 23.00
'1:25:9', 23.00
'1:25:11', 23.00
'1:25:13', 23.00
'1:25:16', 23.00
'1:25:18', 23.00
'1:25:20', 22.90
'1:25:22', 23.00
